datum,Date,Time,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
10/22/2015 11:00,2015-10-22,11:00,0,0,0,4.2,4,0,0,0,2015,10,11,Thursday
10/22/2015 12:00,2015-10-22,12:00,0,0,0,2,0,0,0,1,2015,10,12,Thursday
10/22/2015 13:00,2015-10-22,13:00,0,0,0,3,0,0,2,0,2015,10,13,Thursday
10/22/2015 14:00,2015-10-22,14:00,0,0,0,4,0,0,0,0,2015,10,14,Thursday
10/22/2015 15:00,2015-10-22,15:00,0,0,0,3,0,0,0,0,2015,10,15,Thursday
10/22/2015 16:00,2015-10-22,16:00,0,0,0,0.062,3,0,0,0,2015,10,16,Thursday
10/22/2015 17:00,2015-10-22,17:00,1,0,0,1,0,0,0,0,2015,10,17,Thursday
10/22/2015 18:00,2015-10-22,18:00,0,0,0,2,1,0,0,1,2015,10,18,Thursday
10/22/2015 19:00,2015-10-22,19:00,0,0,0,8,0,0,0,0,2015,10,19,Thursday
10/22/2015 20:00,2015-10-22,20:00,0,0,0,1,0,0,0,0,2015,10,20,Thursday
10/22/2015 21:00,2015-10-22,21:00,2,0,0,3,0,0,0,0,2015,10,21,Thursday
10/22/2015 22:00,2015-10-22,22:00,0,0,0,0,0,0,0,0,2015,10,22,Thursday
10/22/2015 23:00,2015-10-22,23:00,0,0,0,0,0,0,0,0,2015,10,23,Thursday
10/23/2015 0:00,2015-10-23,00:00,0,0,0,0,0,0,0,0,2015,10,0,Friday
10/23/2015 1:00,2015-10-23,01:00,0,0,0,0,0,0,0,0,2015,10,1,Friday
10/23/2015 2:00,2015-10-23,02:00,0,0,0,0,0,0,0,0,2015,10,2,Friday
10/23/2015 3:00,2015-10-23,03:00,0,0,0,0,0,0,0,0,2015,10,3,Friday
10/23/2015 4:00,2015-10-23,04:00,0,0,0,0,0,0,0,0,2015,10,4,Friday
10/23/2015 5:00,2015-10-23,05:00,0,0,0,0,0,0,0,0,2015,10,5,Friday
10/23/2015 6:00,2015-10-23,06:00,0,0,0,0,0,0,0,0,2015,10,6,Friday
10/23/2015 7:00,2015-10-23,07:00,0,0,0,0,0,0,0,0,2015,10,7,Friday
10/23/2015 8:00,2015-10-23,08:00,0,0,1,0,0,0,0,0,2015,10,8,Friday
10/23/2015 9:00,2015-10-23,09:00,0,0,0,3.2,0,0,0,0,2015,10,9,Friday
10/23/2015 10:00,2015-10-23,10:00,1,0,0,3,0,0,0,0,2015,10,10,Friday
10/23/2015 11:00,2015-10-23,11:00,0,0,0,5,2,0,0,0,2015,10,11,Friday
10/23/2015 12:00,2015-10-23,12:00,2,0,0,2,0,0,0,1,2015,10,12,Friday
10/23/2015 13:00,2015-10-23,13:00,1,0,3,6,0,0,0,1,2015,10,13,Friday
10/23/2015 14:00,2015-10-23,14:00,1,0.33,3,4.2,0,0,0,0,2015,10,14,Friday
10/23/2015 15:00,2015-10-23,15:00,0,0,2.2,4,0,0,0,0,2015,10,15,Friday
10/23/2015 16:00,2015-10-23,16:00,0,0.33,0,1,0,0,0,0,2015,10,16,Friday
10/23/2015 17:00,2015-10-23,17:00,1,0,1,0,1,0,6,0,2015,10,17,Friday
10/23/2015 18:00,2015-10-23,18:00,0,0,0,1,0,0,0,0,2015,10,18,Friday
10/23/2015 19:00,2015-10-23,19:00,1,0,0,3,0,0,0,0,2015,10,19,Friday
10/23/2015 20:00,2015-10-23,20:00,0,0,0,2,0,0,0,0,2015,10,20,Friday
10/23/2015 21:00,2015-10-23,21:00,0,1,0,7,0,0,0,0,2015,10,21,Friday
10/23/2015 22:00,2015-10-23,22:00,0,0,0,0,0,0,0,0,2015,10,22,Friday
10/23/2015 23:00,2015-10-23,23:00,0,0,0,0,0,0,0,0,2015,10,23,Friday
10/24/2015 0:00,2015-10-24,00:00,0,0,0,0,0,0,0,0,2015,10,0,Saturday
10/24/2015 1:00,2015-10-24,01:00,0,0,0,0,0,0,0,0,2015,10,1,Saturday
10/24/2015 2:00,2015-10-24,02:00,0,0,0,0,0,0,0,0,2015,10,2,Saturday
10/24/2015 3:00,2015-10-24,03:00,0,0,0,0,0,0,0,0,2015,10,3,Saturday
10/24/2015 4:00,2015-10-24,04:00,0,0,0,0,0,0,0,0,2015,10,4,Saturday
10/24/2015 5:00,2015-10-24,05:00,0,0,0,0,0,0,0,0,2015,10,5,Saturday
10/24/2015 6:00,2015-10-24,06:00,0,0,0,0,0,0,0,0,2015,10,6,Saturday
10/24/2015 7:00,2015-10-24,07:00,0,0,0,0,0,0,0,0,2015,10,7,Saturday
10/24/2015 8:00,2015-10-24,08:00,0,0.34,1.1,3,0,0,0,0,2015,10,8,Saturday
10/24/2015 9:00,2015-10-24,09:00,1,0.34,0,0,1,0,0,0,2015,10,9,Saturday
10/24/2015 10:00,2015-10-24,10:00,1,2,1,2,1,0,0,0,2015,10,10,Saturday
10/24/2015 11:00,2015-10-24,11:00,2,0,2,4,0,0,0,0,2015,10,11,Saturday
10/24/2015 12:00,2015-10-24,12:00,1,0,1,3,1,0,0,0,2015,10,12,Saturday
10/24/2015 13:00,2015-10-24,13:00,0.34,1,1,8,1,0,3,0,2015,10,13,Saturday
10/24/2015 14:00,2015-10-24,14:00,1,0.34,1,6,2,0,0,1,2015,10,14,Saturday
10/24/2015 15:00,2015-10-24,15:00,1.5,0.33,0,6,1,0,1,0,2015,10,15,Saturday
10/24/2015 16:00,2015-10-24,16:00,0,2,0,1,0,0,0,0,2015,10,16,Saturday
10/24/2015 17:00,2015-10-24,17:00,0,1,0,8,0,0,0,0,2015,10,17,Saturday
10/24/2015 18:00,2015-10-24,18:00,2,0,2,6.4,1,0,0,0,2015,10,18,Saturday
10/24/2015 19:00,2015-10-24,19:00,0,0,0,3,0,0,0,1,2015,10,19,Saturday
10/24/2015 20:00,2015-10-24,20:00,0,1,0,17,0,0,0,0,2015,10,20,Saturday
10/24/2015 21:00,2015-10-24,21:00,0,0,0,0,0,0,0,0,2015,10,21,Saturday
10/24/2015 22:00,2015-10-24,22:00,0,0,0,0,0,0,0,0,2015,10,22,Saturday
10/24/2015 23:00,2015-10-24,23:00,0,0,0,0,0,0,0,0,2015,10,23,Saturday
10/25/2015 0:00,2015-10-25,00:00,0,0,0,0,0,0,0,0,2015,10,0,Sunday
10/25/2015 1:00,2015-10-25,01:00,0,0,0,0,0,0,0,0,2015,10,1,Sunday
10/25/2015 2:00,2015-10-25,02:00,0,0,0,0,0,0,0,0,2015,10,2,Sunday
10/25/2015 3:00,2015-10-25,03:00,0,0,0,0,0,0,0,0,2015,10,3,Sunday
10/25/2015 4:00,2015-10-25,04:00,0,0,0,0,0,0,0,0,2015,10,4,Sunday
10/25/2015 5:00,2015-10-25,05:00,0,0,0,0,0,0,0,0,2015,10,5,Sunday
10/25/2015 6:00,2015-10-25,06:00,0,0,0,0,0,0,0,0,2015,10,6,Sunday
10/25/2015 7:00,2015-10-25,07:00,0,0,0,0,0,0,0,0,2015,10,7,Sunday
10/25/2015 8:00,2015-10-25,08:00,0,0,0,0,0,0,0,0,2015,10,8,Sunday
10/25/2015 9:00,2015-10-25,09:00,0,1,0,2,0,0,0,0,2015,10,9,Sunday
10/25/2015 10:00,2015-10-25,10:00,1,0.66,0.5,4,1,0,0,0,2015,10,10,Sunday
10/25/2015 11:00,2015-10-25,11:00,0,1,0,7,1,0,0,1,2015,10,11,Sunday
10/25/2015 12:00,2015-10-25,12:00,1,0,0,9,0,0,0,0,2015,10,12,Sunday
10/25/2015 13:00,2015-10-25,13:00,0,0.33,1.2,6.4,0,0,0,0,2015,10,13,Sunday
10/25/2015 14:00,2015-10-25,14:00,0,0,0.4,2.2,1,0,0,0,2015,10,14,Sunday
10/25/2015 15:00,2015-10-25,15:00,0,0,0,7,0,0,0,1,2015,10,15,Sunday
10/25/2015 16:00,2015-10-25,16:00,1,0,0,5,0,0,0,0,2015,10,16,Sunday
10/25/2015 17:00,2015-10-25,17:00,0,0,0,2,0,0,0,0,2015,10,17,Sunday
10/25/2015 18:00,2015-10-25,18:00,0,0.34,0,7,0,0,0,1,2015,10,18,Sunday
10/25/2015 19:00,2015-10-25,19:00,0,0,1,12,1,0,0,0,2015,10,19,Sunday
10/25/2015 20:00,2015-10-25,20:00,0,0,0,1,0,0,0,1,2015,10,20,Sunday
10/25/2015 21:00,2015-10-25,21:00,0,0,0,0,0,0,0,0,2015,10,21,Sunday
10/25/2015 22:00,2015-10-25,22:00,0,0,0,0,0,0,0,0,2015,10,22,Sunday
10/25/2015 23:00,2015-10-25,23:00,0,0,0,0,0,0,0,0,2015,10,23,Sunday
10/26/2015 0:00,2015-10-26,00:00,0,0,0,0,0,0,0,0,2015,10,0,Monday
10/26/2015 1:00,2015-10-26,01:00,0,0,0,0,0,0,0,0,2015,10,1,Monday
10/26/2015 2:00,2015-10-26,02:00,0,0,0,0,0,0,0,0,2015,10,2,Monday
10/26/2015 3:00,2015-10-26,03:00,0,0,0,0,0,0,0,0,2015,10,3,Monday
10/26/2015 4:00,2015-10-26,04:00,0,0,0,0,0,0,0,0,2015,10,4,Monday
10/26/2015 5:00,2015-10-26,05:00,0,0,0,0,0,0,0,0,2015,10,5,Monday
10/26/2015 6:00,2015-10-26,06:00,0,0,0,0,0,0,0,0,2015,10,6,Monday
10/26/2015 7:00,2015-10-26,07:00,0,0,0,0,0,0,0,0,2015,10,7,Monday
10/26/2015 8:00,2015-10-26,08:00,0,0,0,0,1,0,0,0,2015,10,8,Monday
10/26/2015 9:00,2015-10-26,09:00,2,0,2,4,0,0,0,1,2015,10,9,Monday
10/26/2015 10:00,2015-10-26,10:00,0,0,0,0,3,0,0,0,2015,10,10,Monday
10/26/2015 11:00,2015-10-26,11:00,0,0,0,2,0,0,0,0,2015,10,11,Monday
10/26/2015 12:00,2015-10-26,12:00,1,0,2,3,1,0,0,0,2015,10,12,Monday
10/26/2015 13:00,2015-10-26,13:00,0,0,0,6,0,0,0,0,2015,10,13,Monday
10/26/2015 14:00,2015-10-26,14:00,1,0,0,5,0,1,2,0,2015,10,14,Monday
10/26/2015 15:00,2015-10-26,15:00,0,1,0,8,1,0,0,0,2015,10,15,Monday
10/26/2015 16:00,2015-10-26,16:00,1,2,1,4,1,0,0,0,2015,10,16,Monday
10/26/2015 17:00,2015-10-26,17:00,1,1,0,1.3,1,0,0,0,2015,10,17,Monday
10/26/2015 18:00,2015-10-26,18:00,1,0,2,3,0,0,0,1,2015,10,18,Monday
10/26/2015 19:00,2015-10-26,19:00,0,0,0,3,0,0,0,0,2015,10,19,Monday
10/26/2015 20:00,2015-10-26,20:00,1,0.33,1,5,0,0,0,0,2015,10,20,Monday
10/26/2015 21:00,2015-10-26,21:00,1,1,0,9,0,0,0,0,2015,10,21,Monday
10/26/2015 22:00,2015-10-26,22:00,0,0,0,0,0,0,0,0,2015,10,22,Monday
10/26/2015 23:00,2015-10-26,23:00,0,0,0,0,0,0,0,0,2015,10,23,Monday
10/27/2015 0:00,2015-10-27,00:00,0,0,0,0,0,0,0,0,2015,10,0,Tuesday
10/27/2015 1:00,2015-10-27,01:00,0,0,0,0,0,0,0,0,2015,10,1,Tuesday
10/27/2015 2:00,2015-10-27,02:00,0,0,0,0,0,0,0,0,2015,10,2,Tuesday
10/27/2015 3:00,2015-10-27,03:00,0,0,0,0,0,0,0,0,2015,10,3,Tuesday
10/27/2015 4:00,2015-10-27,04:00,0,0,0,0,0,0,0,0,2015,10,4,Tuesday
10/27/2015 5:00,2015-10-27,05:00,0,0,0,0,0,0,0,0,2015,10,5,Tuesday
10/27/2015 6:00,2015-10-27,06:00,0,0,0,0,0,0,0,0,2015,10,6,Tuesday
10/27/2015 7:00,2015-10-27,07:00,0,0,0,0,0,0,0,0,2015,10,7,Tuesday
10/27/2015 8:00,2015-10-27,08:00,0,0,2,2,0,0,0,0,2015,10,8,Tuesday
10/27/2015 9:00,2015-10-27,09:00,0,0,1.5,3,0,0,0,0,2015,10,9,Tuesday
10/27/2015 10:00,2015-10-27,10:00,0,0,0,4,0,0,0,0,2015,10,10,Tuesday
10/27/2015 11:00,2015-10-27,11:00,0,0,0,5,2,0,0,0,2015,10,11,Tuesday
10/27/2015 12:00,2015-10-27,12:00,0,0,0,0,0,0,0,0,2015,10,12,Tuesday
10/27/2015 13:00,2015-10-27,13:00,1,0,1,2,0,0,0,1,2015,10,13,Tuesday
10/27/2015 14:00,2015-10-27,14:00,0,0,0,0,0,0,4,0,2015,10,14,Tuesday
10/27/2015 15:00,2015-10-27,15:00,0,0,0,3,0,0,4,0,2015,10,15,Tuesday
10/27/2015 16:00,2015-10-27,16:00,0,0,1,20.6,3,0,0,1,2015,10,16,Tuesday
10/27/2015 17:00,2015-10-27,17:00,0,0,0,0,0,0,0,0,2015,10,17,Tuesday
10/27/2015 18:00,2015-10-27,18:00,2.33,0,0,1,2,0,0,1,2015,10,18,Tuesday
10/27/2015 19:00,2015-10-27,19:00,0,0,3,0.2,0,0,0,0,2015,10,19,Tuesday
10/27/2015 20:00,2015-10-27,20:00,0,1,0,11.6,0,0,0,0,2015,10,20,Tuesday
10/27/2015 21:00,2015-10-27,21:00,1,1,0,12,0,0,0,0,2015,10,21,Tuesday
10/27/2015 22:00,2015-10-27,22:00,0,0,0,0,0,0,0,0,2015,10,22,Tuesday
10/27/2015 23:00,2015-10-27,23:00,0,0,0,0,0,0,0,0,2015,10,23,Tuesday
10/28/2015 0:00,2015-10-28,00:00,0,0,0,0,0,0,0,0,2015,10,0,Wednesday
10/28/2015 1:00,2015-10-28,01:00,0,0,0,0,0,0,0,0,2015,10,1,Wednesday
10/28/2015 2:00,2015-10-28,02:00,0,0,0,0,0,0,0,0,2015,10,2,Wednesday
10/28/2015 3:00,2015-10-28,03:00,0,0,0,0,0,0,0,0,2015,10,3,Wednesday
10/28/2015 4:00,2015-10-28,04:00,0,0,0,0,0,0,0,0,2015,10,4,Wednesday
10/28/2015 5:00,2015-10-28,05:00,0,0,0,0,0,0,0,0,2015,10,5,Wednesday
10/28/2015 6:00,2015-10-28,06:00,0,0,0,0,0,0,0,0,2015,10,6,Wednesday
10/28/2015 7:00,2015-10-28,07:00,0,0,0,0,0,0,0,0,2015,10,7,Wednesday
10/28/2015 8:00,2015-10-28,08:00,0,0,0,0,1,0,0,0,2015,10,8,Wednesday
10/28/2015 9:00,2015-10-28,09:00,1,0,0,0,3,1,5,0,2015,10,9,Wednesday
10/28/2015 10:00,2015-10-28,10:00,0,0,0,0,0,0,0,0,2015,10,10,Wednesday
10/28/2015 11:00,2015-10-28,11:00,0,0,0,3,2,0,0,0,2015,10,11,Wednesday
10/28/2015 12:00,2015-10-28,12:00,0,0,0,3,2,0,0,0,2015,10,12,Wednesday
10/28/2015 13:00,2015-10-28,13:00,0,0,0,8,0,0,0,0,2015,10,13,Wednesday
10/28/2015 14:00,2015-10-28,14:00,0,0,0,1,2,0,1,1,2015,10,14,Wednesday
10/28/2015 15:00,2015-10-28,15:00,0,0,0,5,0,0,0,0,2015,10,15,Wednesday
10/28/2015 16:00,2015-10-28,16:00,0,1,0,0,0,0,0,0,2015,10,16,Wednesday
10/28/2015 17:00,2015-10-28,17:00,0,0,0,4,0,0,0,0,2015,10,17,Wednesday
10/28/2015 18:00,2015-10-28,18:00,0,0.33,0,0,0,0,0,0,2015,10,18,Wednesday
10/28/2015 19:00,2015-10-28,19:00,0,0,1,5,1,0,0,1,2015,10,19,Wednesday
10/28/2015 20:00,2015-10-28,20:00,0,0.33,0,3,0,0,0,0,2015,10,20,Wednesday
10/28/2015 21:00,2015-10-28,21:00,0,0,0,1,0,0,0,0,2015,10,21,Wednesday
10/28/2015 22:00,2015-10-28,22:00,0,0,0,0,0,0,0,0,2015,10,22,Wednesday
10/28/2015 23:00,2015-10-28,23:00,0,0,0,0,0,0,0,0,2015,10,23,Wednesday
10/29/2015 0:00,2015-10-29,00:00,0,0,0,0,0,0,0,0,2015,10,0,Thursday
10/29/2015 1:00,2015-10-29,01:00,0,0,0,0,0,0,0,0,2015,10,1,Thursday
10/29/2015 2:00,2015-10-29,02:00,0,0,0,0,0,0,0,0,2015,10,2,Thursday
10/29/2015 3:00,2015-10-29,03:00,0,0,0,0,0,0,0,0,2015,10,3,Thursday
10/29/2015 4:00,2015-10-29,04:00,0,0,0,0,0,0,0,0,2015,10,4,Thursday
10/29/2015 5:00,2015-10-29,05:00,0,0,0,0,0,0,0,0,2015,10,5,Thursday
10/29/2015 6:00,2015-10-29,06:00,0,0,0,0,0,0,0,0,2015,10,6,Thursday
10/29/2015 7:00,2015-10-29,07:00,0,0,0,0,0,0,0,0,2015,10,7,Thursday
10/29/2015 8:00,2015-10-29,08:00,0,0,0,1,1,0,0,0,2015,10,8,Thursday
10/29/2015 9:00,2015-10-29,09:00,0,0,0,4,1,0,0,0,2015,10,9,Thursday
10/29/2015 10:00,2015-10-29,10:00,0,0,0,4,3,0,0,0,2015,10,10,Thursday
10/29/2015 11:00,2015-10-29,11:00,0,0,0,1.4,0,0,0,0,2015,10,11,Thursday
10/29/2015 12:00,2015-10-29,12:00,0,2,0,1,0,0,0,0,2015,10,12,Thursday
10/29/2015 13:00,2015-10-29,13:00,1,0.33,0,2,0,0,0,0,2015,10,13,Thursday
10/29/2015 14:00,2015-10-29,14:00,1,0,0.2,0,1,0,0,0,2015,10,14,Thursday
10/29/2015 15:00,2015-10-29,15:00,0,0,0,3,0,0,0,0,2015,10,15,Thursday
10/29/2015 16:00,2015-10-29,16:00,0,0,0.1,2.1,1,0,0,0,2015,10,16,Thursday
10/29/2015 17:00,2015-10-29,17:00,0,0,0,1,0,0,0,0,2015,10,17,Thursday
10/29/2015 18:00,2015-10-29,18:00,0.33,0.033,0,2.4,0,0,0,0,2015,10,18,Thursday
10/29/2015 19:00,2015-10-29,19:00,0,1.33,1,0,1,0,0,0,2015,10,19,Thursday
10/29/2015 20:00,2015-10-29,20:00,0,0,0,5.4,0,0,0,1,2015,10,20,Thursday
10/29/2015 21:00,2015-10-29,21:00,0,0,0,11,0,0,0,0,2015,10,21,Thursday
10/29/2015 22:00,2015-10-29,22:00,0,0,0,0,0,0,0,0,2015,10,22,Thursday
10/29/2015 23:00,2015-10-29,23:00,0,0,0,0,0,0,0,0,2015,10,23,Thursday
10/30/2015 0:00,2015-10-30,00:00,0,0,0,0,0,0,0,0,2015,10,0,Friday
10/30/2015 1:00,2015-10-30,01:00,0,0,0,0,0,0,0,0,2015,10,1,Friday
10/30/2015 2:00,2015-10-30,02:00,0,0,0,0,0,0,0,0,2015,10,2,Friday
10/30/2015 3:00,2015-10-30,03:00,0,0,0,0,0,0,0,0,2015,10,3,Friday
10/30/2015 4:00,2015-10-30,04:00,0,0,0,0,0,0,0,0,2015,10,4,Friday
10/30/2015 5:00,2015-10-30,05:00,0,0,0,0,0,0,0,0,2015,10,5,Friday
10/30/2015 6:00,2015-10-30,06:00,0,0,0,0,0,0,0,0,2015,10,6,Friday
10/30/2015 7:00,2015-10-30,07:00,0,0,0,0,0,0,0,0,2015,10,7,Friday
10/30/2015 8:00,2015-10-30,08:00,0,0,0,0,2,0,0,0,2015,10,8,Friday
10/30/2015 9:00,2015-10-30,09:00,1,0,1,1,0,0,0,0,2015,10,9,Friday
10/30/2015 10:00,2015-10-30,10:00,2,0,0.6,0.4,1,0,0,0,2015,10,10,Friday
10/30/2015 11:00,2015-10-30,11:00,0,0.33,0,4,0,0,0,0,2015,10,11,Friday
10/30/2015 12:00,2015-10-30,12:00,0,0,0,1,2,0,0,0,2015,10,12,Friday
10/30/2015 13:00,2015-10-30,13:00,0,0,1.4,3,2,0,0,1,2015,10,13,Friday
10/30/2015 14:00,2015-10-30,14:00,1,0,0,2,0,0,5,0,2015,10,14,Friday
10/30/2015 15:00,2015-10-30,15:00,0,0,0,3,0,0,0,1,2015,10,15,Friday
10/30/2015 16:00,2015-10-30,16:00,1,0.34,0,1,0,0,0,0,2015,10,16,Friday
10/30/2015 17:00,2015-10-30,17:00,0,0.33,0,0,0,0,0,0,2015,10,17,Friday
10/30/2015 18:00,2015-10-30,18:00,0,0,0,13,0,0,0,0,2015,10,18,Friday
10/30/2015 19:00,2015-10-30,19:00,0.33,2.34,0,1,1,0,0,0,2015,10,19,Friday
10/30/2015 20:00,2015-10-30,20:00,0,0.33,0.2,14.2,0,0,0,0,2015,10,20,Friday
10/30/2015 21:00,2015-10-30,21:00,0,0,0,6,0,0,0,1,2015,10,21,Friday
10/30/2015 22:00,2015-10-30,22:00,0,0,0,0,0,0,0,0,2015,10,22,Friday
10/30/2015 23:00,2015-10-30,23:00,0,0,0,0,0,0,0,0,2015,10,23,Friday
10/31/2015 0:00,2015-10-31,00:00,0,0,0,0,0,0,0,0,2015,10,0,Saturday
10/31/2015 1:00,2015-10-31,01:00,0,0,0,0,0,0,0,0,2015,10,1,Saturday
10/31/2015 2:00,2015-10-31,02:00,0,0,0,0,0,0,0,0,2015,10,2,Saturday
10/31/2015 3:00,2015-10-31,03:00,0,0,0,0,0,0,0,0,2015,10,3,Saturday
10/31/2015 4:00,2015-10-31,04:00,0,0,0,0,0,0,0,0,2015,10,4,Saturday
10/31/2015 5:00,2015-10-31,05:00,0,0,0,0,0,0,0,0,2015,10,5,Saturday
10/31/2015 6:00,2015-10-31,06:00,0,0,0,0,0,0,0,0,2015,10,6,Saturday
10/31/2015 7:00,2015-10-31,07:00,0.33,0,1,0,0,0,0,0,2015,10,7,Saturday
10/31/2015 8:00,2015-10-31,08:00,0,0,1,0,0,0,0,0,2015,10,8,Saturday
10/31/2015 9:00,2015-10-31,09:00,1,0.33,0,4.4,1,0,0,0,2015,10,9,Saturday
10/31/2015 10:00,2015-10-31,10:00,1,0,0,1,0,0,1,1,2015,10,10,Saturday
10/31/2015 11:00,2015-10-31,11:00,0,0,0,8,0,0,0,0,2015,10,11,Saturday
10/31/2015 12:00,2015-10-31,12:00,0.33,0.66,1,17,1,0,0,0,2015,10,12,Saturday
10/31/2015 13:00,2015-10-31,13:00,0,1,0,1,1,0,0,0,2015,10,13,Saturday
10/31/2015 14:00,2015-10-31,14:00,0,0,1,10,0,0,0,0,2015,10,14,Saturday
10/31/2015 15:00,2015-10-31,15:00,1,0,0,2,1,0,0,0,2015,10,15,Saturday
10/31/2015 16:00,2015-10-31,16:00,2,2,1,1,1,0,0,0,2015,10,16,Saturday
10/31/2015 17:00,2015-10-31,17:00,0,0,0,0,0,0,6,0,2015,10,17,Saturday
10/31/2015 18:00,2015-10-31,18:00,0,0.33,2,4,1,0,0,0,2015,10,18,Saturday
10/31/2015 19:00,2015-10-31,19:00,0,0,0,2,0,0,0,0,2015,10,19,Saturday
10/31/2015 20:00,2015-10-31,20:00,0,0.33,1,8,0,0,0,0,2015,10,20,Saturday
10/31/2015 21:00,2015-10-31,21:00,0,0,0,0,0,0,0,0,2015,10,21,Saturday
10/31/2015 22:00,2015-10-31,22:00,0,0,0,0,0,0,0,0,2015,10,22,Saturday
10/31/2015 23:00,2015-10-31,23:00,0,0,0,0,0,0,0,0,2015,10,23,Saturday
11/1/2015 0:00,2015-11-01,00:00,0,0,0,0,0,0,0,0,2015,11,0,Sunday
11/1/2015 1:00,2015-11-01,01:00,0,0,0,0,0,0,0,0,2015,11,1,Sunday
11/1/2015 2:00,2015-11-01,02:00,0,0,0,0,0,0,0,0,2015,11,2,Sunday
11/1/2015 3:00,2015-11-01,03:00,0,0,0,0,0,0,0,0,2015,11,3,Sunday
11/1/2015 4:00,2015-11-01,04:00,0,0,0,0,0,0,0,0,2015,11,4,Sunday
11/1/2015 5:00,2015-11-01,05:00,0,0,0,0,0,0,0,0,2015,11,5,Sunday
11/1/2015 6:00,2015-11-01,06:00,0,0,0,0,0,0,0,0,2015,11,6,Sunday
11/1/2015 7:00,2015-11-01,07:00,0,0,0,0,0,0,0,0,2015,11,7,Sunday
11/1/2015 8:00,2015-11-01,08:00,0,0,0,0,0,0,0,0,2015,11,8,Sunday
11/1/2015 9:00,2015-11-01,09:00,0,0,0,0,0,0,0,0,2015,11,9,Sunday
11/1/2015 10:00,2015-11-01,10:00,0,0,1,6,1,0,0,0,2015,11,10,Sunday
11/1/2015 11:00,2015-11-01,11:00,0,0,0,13,3,0,0,0,2015,11,11,Sunday
11/1/2015 12:00,2015-11-01,12:00,0,1,0,1,0,0,1,0,2015,11,12,Sunday
11/1/2015 13:00,2015-11-01,13:00,0,0,1,5,0,0,0,0,2015,11,13,Sunday
11/1/2015 14:00,2015-11-01,14:00,0,1.66,1,7.4,0,0,0,0,2015,11,14,Sunday
11/1/2015 15:00,2015-11-01,15:00,0,0,0,8,0,0,1,0,2015,11,15,Sunday
11/1/2015 16:00,2015-11-01,16:00,0,0,0,10,3,0,0,0,2015,11,16,Sunday
11/1/2015 17:00,2015-11-01,17:00,0.33,2.33,1.5,5,0,0,2,0,2015,11,17,Sunday
11/1/2015 18:00,2015-11-01,18:00,1,1,0.1,7,3,0,1,0,2015,11,18,Sunday
11/1/2015 19:00,2015-11-01,19:00,1,1,1,16,1,0,0,0,2015,11,19,Sunday
11/1/2015 20:00,2015-11-01,20:00,0,1,0,2,0,0,0,0,2015,11,20,Sunday
11/1/2015 21:00,2015-11-01,21:00,0,0,0,0,0,0,0,0,2015,11,21,Sunday
11/1/2015 22:00,2015-11-01,22:00,0,0,0,0,0,0,0,0,2015,11,22,Sunday
11/1/2015 23:00,2015-11-01,23:00,0,0,0,0,0,0,0,0,2015,11,23,Sunday
11/2/2015 0:00,2015-11-02,00:00,0,0,0,0,0,0,0,0,2015,11,0,Monday
11/2/2015 1:00,2015-11-02,01:00,0,0,0,0,0,0,0,0,2015,11,1,Monday
11/2/2015 2:00,2015-11-02,02:00,0,0,0,0,0,0,0,0,2015,11,2,Monday
11/2/2015 3:00,2015-11-02,03:00,0,0,0,0,0,0,0,0,2015,11,3,Monday
11/2/2015 4:00,2015-11-02,04:00,0,0,0,0,0,0,0,0,2015,11,4,Monday
11/2/2015 5:00,2015-11-02,05:00,0,0,0,0,0,0,0,0,2015,11,5,Monday
11/2/2015 6:00,2015-11-02,06:00,0,0,0,0,0,0,0,0,2015,11,6,Monday
11/2/2015 7:00,2015-11-02,07:00,1,0,0,2,0,0,0,0,2015,11,7,Monday
11/2/2015 8:00,2015-11-02,08:00,0,0,0,2,1,0,6,0,2015,11,8,Monday
11/2/2015 9:00,2015-11-02,09:00,0,0,1,8,1,0,0,0,2015,11,9,Monday
11/2/2015 10:00,2015-11-02,10:00,0.33,0.33,0,6,1,0,0,0,2015,11,10,Monday
11/2/2015 11:00,2015-11-02,11:00,0,1,0,1,1,0,0,0,2015,11,11,Monday
11/2/2015 12:00,2015-11-02,12:00,0,2,1,4,0,0,0,0,2015,11,12,Monday
11/2/2015 13:00,2015-11-02,13:00,0,0,1,0,2,0,0,0,2015,11,13,Monday
11/2/2015 14:00,2015-11-02,14:00,0,0,1,1,0,0,0,0,2015,11,14,Monday
11/2/2015 15:00,2015-11-02,15:00,1,0,0,0,0,0,0,0,2015,11,15,Monday
11/2/2015 16:00,2015-11-02,16:00,0,0,0,0,0,0,1,1,2015,11,16,Monday
11/2/2015 17:00,2015-11-02,17:00,1,0,0,1,0,0,0,0,2015,11,17,Monday
11/2/2015 18:00,2015-11-02,18:00,1,0,0,3,0,0,0,0,2015,11,18,Monday
11/2/2015 19:00,2015-11-02,19:00,0,0,0,16.3,1,0,0,1,2015,11,19,Monday
11/2/2015 20:00,2015-11-02,20:00,0.33,0,0,2,0,0,0,0,2015,11,20,Monday
11/2/2015 21:00,2015-11-02,21:00,0,1,0,0,0,0,0,0,2015,11,21,Monday
11/2/2015 22:00,2015-11-02,22:00,0,0,0,0,0,0,0,0,2015,11,22,Monday
